Check NPs,Check V,raw_order,condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Target,Continuation,Target.Freq,Target.Prob,Nresponses,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-,-,430,4,long.low,3,2,108,long,low,b,60,b,The security guard,investigated,which,patrolman,the,loiterer,in the building,had,arrested,for being suspicious.,0,0,31,accused,apprehended,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,bugged,chased,chased off,come in contact with,confronted,detained,detained,finished,found,harassed,kicked out,observed,reported,seen,seen,talked to,ticketed,ticketed,warned,witnessed,#REF!
-,-,435,1,short.high,4,2,109,short,high,g,62,a,The advisor,determined,which,student,the,professor,,had,taught,on multiple occasions.,3,0.1,30,aided,an affair with,bribed,expelled,expelled,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,favored,flunked,given a failing grade,helped,insulted,kicked out of class,mentored,picked,punished,sexual relations with,slept with,taught,taught,taught,to tutor,0,0
-,-,436,2,short.low,4,1,109,short,low,b,62,b,The advisor,determined,which,professor,the,student,,had,taught,on multiple occasions.,0,0,32,accused,an affair with,available,been taught by,dated,disliked,for math,fought,gotten,ignored,in class,last semester,learned from,liked,mentioned,met,offended,preferred,problems with,reported,requested,seen,seen,slept with,studied under,studied under,taken,taken,talked to,talked to,to take a class from,worked with
-,-,433,3,long.high,4,3,109,long,high,g,62,a,The advisor,determined,which,student,the,professor,from the Philippines ,had,taught,on multiple occasions.,11,0.35483871,31,been rude to,failed,failed,failed,failed,failed,failed,failed,failed,hired,mentored,passed,recommended,slept with,spoken to,taught,taught,taught,taught,taught,taught,taught,taught,taught,taught,taught,taught ,taught the most,treated unfairly,understood,worked with,#REF!
-,-,434,4,long.low,4,4,109,long,low,b,62,b,The advisor,determined,which,professor,the,student,from the Philippines ,had,taught,on multiple occasions.,0,0,31,assigned,been taught by,bought,cheated on,consulted with,contacted,contacted,enjoyed,favored,for class,given assignments,helped,identified,in the morning,interacted with,liked,met,offended,paid,requested,seen before,spoken to,studied under,taken,taken,taken,taken a class with,taken the class with,the best reputation,turned work into,written,#REF!
-,-,437,1,short.high,5,3,110,short,high,g,63,b,The aunt,surmised,which,uncle,the,nephew,,had,favored,with many gifts.,3,0.1,30,asked for,beaten,blackmailed,bought a gift for,called,called,disliked,disrespected,embarassed,favored,favored,favored,gone fishing with,gone fishing with,grown accustomed to,hated,helped,hit,imitated,kissed,kissed,laughed at,liked,liked,played catch with,seen at christmas,teased,visited,visited,written,0,0
-,-,438,2,short.low,5,4,110,short,low,b,63,a,The aunt,surmised,which,nephew,the,uncle,,had,favored,with many gifts.,1,0.03125,32,asked,bribed,disowned,fathered,favored,given the best gift,hugged,left behind,left his money to,mentioned,paid,picked,pinched,played with,punched,punished,raised,raised,rewarded,scolded,scolded,seen,sired,spanked,spoken with,taken out to the ballpark,taken to the game,taken to the zoo,taken with him,visited,visited,yelled at
-,-,439,3,long.high,5,2,110,long,high,g,63,a,The aunt,surmised,which,nephew,the,uncle,with thick glasses,had,favored,with many gifts.,3,0.096774194,31,berated,chosen as his favorite,fathered,favored,favored,favored,given a gift to,helped,hit,hugged,hurt,kicked,kissed,molested,molested,molested,molested,played a game with,played games with,preferred,punished,punished,saved,scolded,seen,seen,spanked,spanked,spoiled,stolen it,wanted to help,#REF!
-,-,440,4,long.low,5,1,110,long,low,b,63,b,The aunt,surmised,which,uncle,the,nephew,with thick glasses,had,favored,with many gifts.,0,0,31,admired,been raised by,died,forgotten,hated,heard,hugged,hugged,hugged,hugged,hugged ,ignored,insulted,liked,liked the best,liked the most,lived with,loved,met,preferred,punched ,resembled most,seen,seen,spoken,stayed with,stayed with,stolen from,touched,tripped,visited,#REF!
-,-,443,1,short.high,1,2,111,short,high,g,69,a,The office worker,noted,which,secretary,the,supervisor,,had,fired,from the job.,10,0.333333333,30,accused,an affair with,been secretly dating,favored,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,gone to lunch with,hired,hired,hired,hired,outside relations with,praised,promoted,promoted,reprimanded,rewarded,seen,sex with,sexual relations,slept with,wanted to let go,0,0
-,-,444,2,short.low,1,1,111,short,low,b,69,b,The office worker,noted,which,supervisor,the,secretary,,had,fired,from the job.,1,0.03125,32, worked for,a crush on,accused,admired,an affair with,assaulted,been fired by,been promoted by,been talking to,called,called,called,called ,confided in,dinner with,filed a lawsuit against,fired,followed,greeted,had an affair with,helped,helped,helping,influenced,messaged,met with,relations with,sued,typed for,worked for,worked for,worked with
-,-,441,3,long.high,1,4,111,long,high,g,69,a,The office worker,noted,which,secretary,the,supervisor,at the meeting,had,fired,from the job.,7,0.225806452,31,been intimate with,criticized,dated,dismissed,favored,fired,fired,fired,fired,fired,fired,fired,flirted with,greeted,helped,helped,hired,hired,hired,joked with,listed,met with,retired,scolded,spoken negatively of,spoken to,spoken to,supervised,talked to,thanked,with him,#REF!
-,-,442,4,long.low,1,3,111,long,low,b,69,b,The office worker,noted,which,supervisor,the,secretary,at the meeting,had,fired,from the job.,0,0,31,admired,answered,been fired,been harassed by,called,called,contacted,filed information for,gotten coffee for,greeted,greeted,ignored,kissed,made snide remarks about,met with,reported,seen,seen,seen falling asleep,slept,slept with,slept with,slept with,spoken to,taken notes for,taken notes for,talked to,warned him about,watched,worked for,worked for,#REF!
-,-,447,1,short.high,2,4,112,short,high,g,70,a,The doctor,inquired,which,sociopath,the,psychotherapist,,had,treated,for many years.,8,0.25,32,admitted to the hospital,analyzed,as a client,called for an appointment,consulted with,counciled,evaluated,evaluated ,helped,helped,instructed to be placed under close watch,interviewed,interviewed,prescribed medicine to,referred to,relations,seen,seen,seen that day,talked to,talked to,tested,treated,treated,treated,treated,treated,treated,treated,treated,visited,visited
-,-,448,2,short.low,2,3,112,short,low,b,70,b,The doctor,inquired,which,psychotherapist,the,sociopath,,had,treated,for many years.,0,0,30,assaulted,attended,been assigned to,been seeing,been talking to,been to,been visiting,been visiting for the past year,consulted,hired,injured,interviewed with,reached for at the park,sat with,seen,seen,seen,seen,seen,seen,spoken to,spoken to,spoken to,struck,used,used,visited,visited,visited,visited,0,0
-,-,445,3,long.high,2,2,112,long,high,g,70,a,The doctor,inquired,which,sociopath,the,psychotherapist,with curly hair,had,treated,for many years.,7,0.225806452,31,analyzed,commited,counseled,cured,evaluated,evaluated,feared,helped,helped,interviewed,killed,killed,medicated,seen,seen,seen,spoken to,spoken to,talked to,talked to,talked with,talked with,treated,treated,treated,treated,treated,treated,treated,tried to help,visited,#REF!
-,-,446,4,long.low,2,1,112,long,low,b,70,b,The doctor,inquired,which,psychotherapist,the,sociopath,with curly hair,had,treated,for many years.,0,0,31,attacked,been evaluated by,been in treatment with,been seeing,been seeing,bitten,consulted,cried about,fooled,gone to,killed,listened to,met to have a session,met with,requested,seen,seen,seen,seen,seen,seen,seen,sessions with,talked to,talked too,tricked,used,visited,visited,visited,worked with,#REF!
-,-,451,1,short.high,3,1,113,short,high,g,74,a,The manager,asked,which,visitor,the,receptionist,,had,greeted,before the meeting.,2,0.066666667,30,accosted,admired,asked to see him,booked a reservation for,called,called into his office,checked in,checked in,greeted,greeted,guided,guided,helped,helped,helped,helped,insulted,logged,seated,seen,seen,seen,seen,seen,shown in,spoken to,talked to,talked with just now,treated rudely,welcomed,0,0
-,-,452,2,short.low,3,2,113,short,low,b,74,b,The manager,asked,which,receptionist,the,visitor,,had,greeted,before the meeting.,1,0.03125,32,approached,called,come to see,complained about,consulted,gotten there first,greeted,made an appointment with,problems with,reserved,scolded,seen,seen,seen,seen,seen,seen,seen,spoke with,spoke with when first arriving,spoken to,spoken to,spoken with,spoken with,spoken with,spoken with,spoken with,spoken with,talked to,talked to,talked to,yelled at
-,-,449,3,long.high,3,3,113,long,high,g,74,a,The manager,asked,which,visitor,the,receptionist,in the lobby,had,greeted,before the meeting.,2,0.064516129,31,asked to wait,assisted,called,checked,checked in,checked in,given the key to,greeted,greeted,helped,interactred with,just talked to,kicked,kicked out,let in,let through,misinformed,punched,rebuked,registered,seen,seen,seen,seen,seen by the elevators,spoke to,spoken to,spoken to,spoken with,talked with,yelled,#REF!
-,-,450,4,long.low,3,4,113,long,low,b,74,b,The manager,asked,which,receptionist,the,visitor,in the lobby,had,greeted,before the meeting.,0,0,31,accosted,asked for,asked for,called,greeted,helped,interacted with,liked,met,met,questioned,rang,seen,seen,spoken to,spoken to,spoken to,spoken to,spoken to,spoken to,spoken to,spoken with,spoken with,spoken with,spoken with,spoken with,spoken with,spoken with,spoken with,talked to,talked with,#REF!
-,-,453,1,short.high,4,3,114,short,high,g,76,a,The monk,indicated,which,leper,the,nun,,had,healed,at the church.,3,0.1,30,attended to,castrated,comforted,cured,given comfort,healed,healed,healed,helped,helped,helped,helped,helped,kissed,nursed,pardoned,prayed for,purified,saved,saved,saved,saved,saw,seen,seen,shunned,spent time with,touched,touched,treated,0,0
-,-,454,2,short.low,4,4,114,short,low,b,76,b,The monk,indicated,which,nun,the,leper,,had,healed,at the church.,0,0,31,abused,approached for aid,asked for help,asked for help,attacked,attacked,been helped by,been in contact with,blessed,confided in,died,helped,helped,hepled,hurt,identified,infected,last seen,met beforehand,moved,seen,sex with,slept with,spken to about getting treatment,spoken to at the church,spoken with,struck,touched,touched,touched,touhed,0
-,-,455,3,long.high,4,1,114,long,high,g,76,a,The monk,indicated,which,leper,the,nun,from the village,had,healed,at the church.,6,0.193548387,31,aided,aided,assisted,bandaged,befriended,blessed,cared for,come into contact with,counseled,cured,escaped,exiled,gotten sick,healed,healed,healed,healed,healed,healed,helped,helped,helped,helped,infected,prayed for,saved,saved,shunned,talked with,treated,tried to help,#REF!
-,-,456,4,long.low,4,2,114,long,low,b,76,b,The monk,indicated,which,nun,the,leper,from the village,had,healed,at the church.,0,0,31,approached,attacked,avoided,been fed by,been healed by,fallen in love with,hugged,infected,infected,infected,infected,infected,laughed,loved,praised,received aid from,spoken to,talked to,talked with,talked with,thanked,thanked,thanked,touched,touched,touched,touched,touched,touched,touched,touched,#REF!
-,-,459,1,short.high,5,1,115,short,high,g,81,a,The press secretary,acknowledged,which,politician,the,informant,,had,identified,during the trial.,2,0.0625,32,accused,backstabbed,been working for,betrayed,betrayed,blackmailed,confided in,discussed,fingered,fired,hired,identified,identified ,implicated,leaked,leaked information about,met,named,quoted,ratted out,researched,revealed,revealed ,screwed,shared the information with,snitched on,spoken to,targeted,tipped,told on,visited,worked for
-,-,460,2,short.low,5,2,115,short,low,b,81,b,The press secretary,acknowledged,which,informant,the,politician,,had,identified,during the trial.,0,0,30,aided,arrested,been talking to,called,confided in,contact with,contacted,contacted,denied,fingered,given information to,gotten their information from,helped,interviewed,leaked,met,paid,paid,paid,paid off,paid off,referred to,released,ridiculed,sexual relations with,spoke to,spoken to,told,used,wriiten,0,0
-,-,457,3,long.high,5,4,115,long,high,g,81,a,The press secretary,acknowledged,which,politician,the,informant,in the photo,had,identified,during the trial.,5,0.161290323,31,accuse,blackmailed,bribed,caught,contacted,deceived,discovered,embarrassed,gotten,gotten information from,identified,identified,identified,identified,identified,incriminated,meetings with,mentioned,pointed out,pointed out,punched,ratted out,ratted out,seen,snitched on,spied on,spoken with,spotted,tattled on,voted for,voted for,#REF!
-,-,458,4,long.low,5,3,115,long,low,b,81,b,The press secretary,acknowledged,which,informant,the,politician,in the photo,had,identified,during the trial.,1,0.032258065,31,been framed by,been tipped off,bribed,charged,chose,confessed,consulted,hated,identified,in his campaign,interviewed,known,looked at,met,paid off,pardoned,payed,picked out,protected,seen,seen,shot,snitched,spoken to,spoken with,talked to,trusted,used,utilized,worked with,worked with,#REF!
-,-,461,1,short.high,1,4,116,short,high,g,83,b,The seer,indicated,which,priestess,the,goat,,had,bitten,on the leg.,2,0.066666667,30,attacked,been owned by,been sacrificed by,been sacrificed by,been sacrificed for,been sacrified by,bitten,bitten,butted,carried,chased,eaten,favored,followed,hated,headbutted,kicked,kicked,kicked,kicked,licked,licked,sacrificed,sacrificed,sacrificed,sacrificed,seen,spat upon,stepped on,violated,0,0
-,-,462,2,short.low,1,3,116,short,low,b,83,a,The seer,indicated,which,goat,the,priestess,,had,bitten,on the leg.,0,0,32,adopted,been around,blessed,cared for,chosen,chosen,claimed,decided to keep alive,found,gone to the house down the lane,killed,killed,killed,milked,milked,purchased,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed ,sacrificed ,sacrificed ,seen,slaughtered ,stolen
-,-,463,3,long.high,1,1,116,long,high,g,83,b,The seer,indicated,which,priestess,the,goat,in the meadow,had,bitten,on the leg.,4,0.129032258,31,attacked,been owned by,been slaughtered for,belonged to,bit,bit,bitten,bitten,evaded,fled from,followed,followed,followed,followed,followed,headbutted,humped,hurt,kicked,rammed,rammed,ran,run away from,sacrificed,saw,spoken to,stolen,struck,talked to,urinated on,violated,#REF!
-,-,464,4,long.low,1,2,116,long,low,b,83,a,The seer,indicated,which,goat,the,priestess,in the meadow,had,bitten,on the leg.,0,0,31,adorned,birthed,blessed,bought,bought,chosed,chosen,chosen,chosen,chosen,chosen for slaughter,lost,loved,observed,played with,purchased,ridden,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sacrificed,sang to,saved,shaved,slaughtered,slaughtered,slaughtered,slaughtered,tended to,#REF!
-,-,467,1,short.high,2,2,117,short,high,g,84,a,The sound technician,named,which,guitarist,the,stagehand,,had,helped,at the concert.,4,0.133333333,30,always used,assisted,assisted,assisted,assisted,checked,could help,fired,fought,gone out with,heard,helped,helped,helped,helped out,hired,hired,injured,insulted,knocked over,overheard,pissed off,rescued,seen,selected,slept with,stolen from,to cover,tripped,tripped over,0,0
-,-,468,2,short.low,2,1,117,short,low,b,84,b,The sound technician,named,which,stagehand,the,guitarist,,had,helped,at the concert.,2,0.0625,32,access,access to,asked for,been influenced by,befriended,consulted,cursed,decided to hire,encountered,helped,helped,hired,hired,hired,hired for the gig,hit,hit,hit,injured,meet,played with,problems playing,punched,punched,requested,scolded,sound checked,talked about,thanked,used,used,words with
