condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Target,Continuation,Target.Freq,Target.Prob,Nresponses,Response1,Response2,Response3,Response4,Response5,Response6,Response7,Response8,Response9,Response10,Response11,Response12,Response13,Response14,Response15,Response16,Response17,Response18,Response19,Response20,Response21,Response22,Response23,Response24,Response25,Response26,Response27,Response28,Response29,Response30,Response31,Response32,Response33,Response34
3,new.high,1,1,46,new,high,g,77,d,The athlete,knew,which,umpire,the,officials,had,selected,to be at the game.,5,0.166666667,30,a problem with,appointed,banned,been watching,bribed,cheated,chosen,deemed biased,determined was unfit,fined,fined,fined,fired,fired,fired,fired,fired,hired,mistrusted,overridden,paid,put in the game,reprimanded,selected,selected,selected,suspended ,talked with,thrown out,to get rid of,,,,
4,new.low,1,2,46,new,low,b,77,c,The umpire,knew,which,athlete,the,officials,had,selected,to be at the game.,0,0,31,a soft spot for,accused of cheating,banned,benched,booted,chosen,crowned mvp,ejected,ejected,favored to play in the game,fined,flagged,framed,given a penalty,indicated,lied,outed,penalized,penalized,picked,seen,substituted,supported,suspected of using steroids,suspended,suspended,suspended,their eye on,their eye on,thrown out,to kick out,,,
1,old.high,2,2,47,old,high,g,83,a,The pharmacist,realized,which,customer,the,physician,had,helped,in the examination room.,3,0.096774194,31,banned from his office,called about,chosen,given medicine,given the drugs to,given the pills to,given this prescription to,helped,helped,helped,lied,lied to,meant,meant,mentioned,mistaken,perscribed the medicine to,prescribed,prescribed for,prescribed pain relievers,prescribed painkillers for,prescribed the opiates,referred them to,referred to,seen,seen,seen,seen,sent over,sent to see him,treated,,,
2,old.low,2,1,47,old,low,b,83,b,The pharmacist,realized,which,specialist,the,physician,had,helped,in the examination room.,1,0.033333333,30,called in to help,consulted,entrusted,examined,focused on,helped,hired,in mind,meant,meant,reccomended,recomended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended ,recommended ,recommended to the patient,referred him to,refferred him to,requested,talked to,talked to,talked with,told her to visit,used,,,,
3,new.high,2,4,47,new,high,g,83,c,The specialist,realized,which,customer,the,physician,had,helped,in the examination room.,2,0.0625,32,an appointment with,as a patient,called about,cared for,counseled,dealt with earlier,examined,helped,helped,meant,meant,misdiagnosed,recommended,referred,referred,referred,referred,referred to him,ripped off,robbed,seen,seen,seen,treated,treated,treated,treated,treated,treated,visited,went to,worked for,,
4,new.low,2,3,47,new,low,b,83,d,The customer,realized,which,specialist,the,physician,had,helped,in the examination room.,0,0,30,adviced,chosen for his condition,consulted with,fixed quickly,learned their information from,meant to recommend,reccomended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended. ,referred,referred,referred ,referred him to,referred to,referred to,referred to,said to watch out for,seen,seen,sent him to,spoken to,wanted,,,,
1,old.high,3,3,48,old,high,g,83,b,The pharmacist,realized,which,specialist,the,physician,had,recommended,for further analysis.,9,0.3,30,called in to help,consulted,entrusted,examined,focused on,helped,hired,in mind,meant,meant,reccomended,recomended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended ,recommended ,recommended to the patient,referred him to,refferred him to,requested,talked to,talked to,talked with,told her to visit,used,,,,
2,old.low,3,4,48,old,low,b,83,a,The pharmacist,realized,which,customer,the,physician,had,recommended,for further analysis.,0,0,31,banned from his office,called about,chosen,given medicine,given the drugs to,given the pills to,given this prescription to,helped,helped,helped,lied,lied to,meant,meant,mentioned,mistaken,perscribed the medicine to,prescribed,prescribed for,prescribed pain relievers,prescribed painkillers for,prescribed the opiates,referred them to,referred to,seen,seen,seen,seen,sent over,sent to see him,treated,,,
3,new.high,3,1,48,new,high,g,83,d,The customer,realized,which,specialist,the,physician,had,recommended,for further analysis.,8,0.266666667,30,adviced,chosen for his condition,consulted with,fixed quickly,learned their information from,meant to recommend,reccomended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended. ,referred,referred,referred ,referred him to,referred to,referred to,referred to,said to watch out for,seen,seen,sent him to,spoken to,wanted,,,,
4,new.low,3,2,48,new,low,b,83,c,The specialist,realized,which,customer,the,physician,had,recommended,for further analysis.,1,0.03125,32,an appointment with,as a patient,called about,cared for,counseled,dealt with earlier,examined,helped,helped,meant,meant,misdiagnosed,recommended,referred,referred,referred,referred,referred to him,ripped off,robbed,seen,seen,seen,treated,treated,treated,treated,treated,treated,visited,went to,worked for,,
1,old.high,4,1,49,old,high,g,86,a,The woman,understood,which,pharmacist,the,psychiatrist,had,recommended,to take a visit to.,13,0.433333333,30,advised her to visit,asked her to use,been talking about,called,called,called,called her prescription in to,consulted,described,described,informed,meant,praised,reccommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended. ,relied on,selected,sent the prescription to,sent the prescription to,,,,
2,old.low,4,2,49,old,low,b,86,b,The woman,understood,which,addict,the,psychiatrist,had,recommended,to take a visit to.,0,0,31,a problem with,committed,concern for,counseled,cured,cured,helped,helped,meant,referred,reffered,scheduled for therapy,sedated,seen,seen,spoken to,talked to,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated. ,tried to help,warned about,warned her about,,,
3,new.high,4,3,49,new,high,g,86,c,The addict,understood,which,pharmacist,the,psychiatrist,had,recommended,to take a visit to.,8,0.266666667,30,assigned him to go to,called,called,mentioned,met with,outed,recieved,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended ,recommended him to,referred him to,referred to,said he should go see,suggested,suggested,told him about,told him to avoid,used,used,used,used,used in the past,warned,,,,
4,new.low,4,4,49,new,low,b,86,d,The pharmicist,understood,which,addict,the,psychiatrist,had,recommended,to take a visit to.,0,0,32,called him about,caught,consulted,cut off,denied,diagnosed,followed,given surplus pills to,helped,helped,helped,hospitalized,kicked out,mentioned,perscribed,prescribed drugs for,prescribed for,referred,reported,seen,seen,seen,sent,spoken to,treated,treated,treated,treated,treated,treated,warned him about,warned of,,
1,old.high,5,3,50,old,high,g,86,b,The woman,understood,which,addict,the,psychiatrist,had,treated,for several months.,11,0.35483871,31,a problem with,committed,concern for,counseled,cured,cured,helped,helped,meant,referred,reffered,scheduled for therapy,sedated,seen,seen,spoken to,talked to,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated,treated. ,tried to help,warned about,warned her about,,,
2,old.low,5,4,50,old,low,b,86,a,The woman,understood,which,pharmacist,the,psychiatrist,had,treated,for several months.,0,0,30,advised her to visit,asked her to use,been talking about,called,called,called,called her prescription in to,consulted,described,described,informed,meant,praised,reccommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended. ,relied on,selected,sent the prescription to,sent the prescription to,,,,
3,new.high,5,2,50,new,high,g,86,d,The pharmicist,understood,which,addict,the,psychiatrist,had,treated,for several months.,5,0.15625,32,called him about,caught,consulted,cut off,denied,diagnosed,followed,given surplus pills to,helped,helped,helped,hospitalized,kicked out,mentioned,perscribed,prescribed drugs for,prescribed for,referred,reported,seen,seen,seen,sent,spoken to,treated,treated,treated,treated,treated,treated,warned him about,warned of,,
4,new.low,5,1,50,new,low,b,86,c,The addict,understood,which,pharmacist,the,psychiatrist,had,treated,for several months.,0,0,30,assigned him to go to,called,called,mentioned,met with,outed,recieved,recommended,recommended,recommended,recommended,recommended,recommended,recommended,recommended ,recommended ,recommended him to,referred him to,referred to,said he should go see,suggested,suggested,told him about,told him to avoid,used,used,used,used,used in the past,warned,,,,
1,old.high,1,1,51,old,high,g,91,a,The reporter,mentioned,which,believer,the,psychic,had,read,the future for.,3,0.090909091,33,amazed,befuddled,betrayed,convinced,deceived,fooled,fooled,fooled,fooled,foretold,given a reading,helped,impressed,met with,named,raised,read,read,read,read for,ripped off,scammed,scammed,selected,spoken with,swayed,swindled,talked to,talked to,told their fortune to,tricked,unsettled,visions about,
2,old.low,1,2,51,old,low,b,91,b,The reporter,mentioned,which,skeptic,the,psychic,had,read,the future for.,1,0.029411765,34,argued with,attacked,confronted,converted ,convinced,convinced,convinced,convinced,demonstrated to,done a reading on,fooled,fooled,fooled,identified,made believe,met,met,ousted as a phony,paid,paid,performed a reading on,questioned,read,run into,seen,spoken to,talked to,tricked,tricked,tried to convince,turned,visited with,warned,worked on
3,new.high,1,4,51,new,high,g,91,c,The skeptic,mentioned,which,believer,the,psychic,had,read,the future for.,3,0.090909091,33,chosen,converted,converted,converted,convinced,duped,duped,fooled,fooled,fooled,given a reading to,lied to,lied to,made predictions for,met with,observed,persuaded,pointed out,questioned,quoted,read,read,read,replaced,scammed,shocked,spoken to,spoken to,spoken with before,targeted,targetted,tricked,tricked,
4,new.low,1,3,51,new,low,b,91,d,The believer,mentioned,which,skeptic,the,psychic,had,read,the future for.,1,0.03030303,33,addressed,attacked,charmed,cheated,converted,converted,converted,convinced,convinced,convinced,convinced,debated,dismissed,helped,insulted,known,made into a believer,murdered,murdered,mystified,named. ,picked,questioned,read,recognized,spoken to,spoken with,swindled,tried to fool,visited,visited,worked for,yelled at,
1,old.high,2,4,52,old,high,g,91,b,The reporter,mentioned,which,skeptic,the,psychic,had,convinced,with her act.,4,0.117647059,34,argued with,attacked,confronted,converted ,convinced,convinced,convinced,convinced,demonstrated to,done a reading on,fooled,fooled,fooled,identified,made believe,met,met,ousted as a phony,paid,paid,performed a reading on,questioned,read,run into,seen,spoken to,talked to,tricked,tricked,tried to convince,turned,visited with,warned,worked on
2,old.low,2,3,52,old,low,b,91,a,The reporter,mentioned,which,believer,the,psychic,had,convinced,with her act.,1,0.03030303,33,amazed,befuddled,betrayed,convinced,deceived,fooled,fooled,fooled,fooled,foretold,given a reading,helped,impressed,met with,named,raised,read,read,read,read for,ripped off,scammed,scammed,selected,spoken with,swayed,swindled,talked to,talked to,told their fortune to,tricked,unsettled,visions about,
3,new.high,2,2,52,new,high,g,91,d,The believer,mentioned,which,skeptic,the,psychic,had,convinced,with her act.,4,0.121212121,33,addressed,attacked,charmed,cheated,converted,converted,converted,convinced,convinced,convinced,convinced,debated,dismissed,helped,insulted,known,made into a believer,murdered,murdered,mystified,named. ,picked,questioned,read,recognized,spoken to,spoken with,swindled,tried to fool,visited,visited,worked for,yelled at,
4,new.low,2,1,52,new,low,b,91,c,The skeptic,mentioned,which,believer,the,psychic,had,convinced,with her act.,1,0.03030303,33,chosen,converted,converted,converted,convinced,duped,duped,fooled,fooled,fooled,given a reading to,lied to,lied to,made predictions for,met with,observed,persuaded,pointed out,questioned,quoted,read,read,read,replaced,scammed,shocked,spoken to,spoken to,spoken with before,targeted,targetted,tricked,tricked,
1,old.high,3,2,53,old,high,g,92,a,The editor,knew,which,cameraman,the,anthropologist,had,used,for the expedition.,2,0.058823529,34,argued with,borrowed,breakfast with,caught,chosen,chosen,contacted,dated,filming,hired,hired,hired,hired,hired,hired,his eyes on,known,left behind in the jungle,met,on payroll,posed for,preferred,scolded,selected,spoken to,spoken with,talked to,talked to,tricked,used,used,watched,worked with,yelled at
2,old.low,3,1,53,old,low,b,92,b,The editor,knew,which,tribesman,the,anthropologist,had,used,for the expedition.,0,0,33,befriended,chosen,discovered,dug up,found,found,found,interviewed,interviewed,interviewed,interviewed,looked up to,made contact with,meant,mentioned,met,photographed,questioned,recorded,seen,seen,studied,studied,studied,studied,studied,studied,studied,studied,taken a picture of,talked about,talked to,touched,
3,new.high,3,3,53,new,high,g,92,c,The tribesman,knew,which,cameraman,the,anthropologist,had,used,for the expedition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,new.low,3,4,53,new,low,b,92,d,The cameraman,knew,which,tribesman,the,anthropologist,had,used,for the expedition.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,old.high,4,4,54,old,high,g,92,b,The editor,knew,which,tribesman,the,anthropologist,had,studied,for the last year.,8,0.242424242,33,befriended,chosen,discovered,dug up,found,found,found,interviewed,interviewed,interviewed,interviewed,looked up to,made contact with,meant,mentioned,met,photographed,questioned,recorded,seen,seen,studied,studied,studied,studied,studied,studied,studied,studied,taken a picture of,talked about,talked to,touched,
2,old.low,4,3,54,old,low,b,92,a,The editor,knew,which,cameraman,the,anthropologist,had,studied,for the last year.,0,0,34,argued with,borrowed,breakfast with,caught,chosen,chosen,contacted,dated,filming,hired,hired,hired,hired,hired,hired,his eyes on,known,left behind in the jungle,met,on payroll,posed for,preferred,scolded,selected,spoken to,spoken with,talked to,talked to,tricked,used,used,watched,worked with,yelled at
3,new.high,4,1,54,new,high,g,92,d,The cameraman,knew,which,tribesman,the,anthropologist,had,studied,for the last year.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,new.low,4,2,54,new,low,b,92,c,The tribesman,knew,which,cameraman,the,anthropologist,had,studied,for the last year.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
